Pedido;UF;Logger;LPN;MODAL;Data da coleta;Data da entrega;COLETA EMBARQUE;ENTREGA EMBARQUE
557267;PB;A6661;00019200000013206907;MultiModal;24/06/2026 05:00;25/06/2026 15:15;02/07/2026 00:48;03/07/2026 11:30
557267;PB;A8175;00019200000013225413;MultiModal;24/06/2026 05:00;25/06/2026 15:15;25/06/2026 03:51;26/06/2026 13:09
557267;PB;A5477;00019200000013227149;MultiModal;24/06/2026 05:00;25/06/2026 15:15;25/06/2026 03:51;26/06/2026 13:09
557283;PB;A2414;00019200000013211641;MultiModal;24/06/2026 05:00;25/06/2026 15:15;24/06/2026 05:00;25/06/2026 15:15
557283;PB;TA0807;00019200000013211650;MultiModal;24/06/2026 05:00;25/06/2026 15:15;24/06/2026 05:00;25/06/2026 15:15
557283;PB;A2148;00019200000013211668;MultiModal;24/06/2026 05:00;25/06/2026 15:15;24/06/2026 05:00;25/06/2026 15:15
557283;PB;A0618;00019200000013211676;MultiModal;24/06/2026 05:00;25/06/2026 15:15;24/06/2026 05:00;25/06/2026 15:15
557724;PB;A1102;00019200000013208900;MultiModal;17/06/2026 23:48;20/06/2026 08:10;17/06/2026 23:48;20/06/2026 08:10
557767;PB;A3058;00019200000013246909;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A8131;00019200000013246917;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A8425;00019200000013246925;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A7149;00019200000013246933;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A5902;00019200000013246941;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A3649;00019200000013246950;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A8136;00019200000013246968;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A6843;00019200000013246976;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A4577;00019200000013246984;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557767;PB;A4521;00019200000013246992;MultiModal;29/06/2026 03:57;30/06/2026 15:40;29/06/2026 03:57;30/06/2026 15:40
557989;PB;A7219;00019200000012418641;MultiModal;24/06/2026 08:18;25/06/2026 12:50;24/06/2026 08:18;25/06/2026 12:50
557989;PB;A8325;00019200000012418684;MultiModal;24/06/2026 08:18;25/06/2026 12:50;24/06/2026 08:18;25/06/2026 12:50
557989;PB;TA0394;00019200000012418692;MultiModal;24/06/2026 08:18;25/06/2026 12:50;24/06/2026 08:18;25/06/2026 12:50
557991;PB;A7871;00019200000013317490;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A6635;00019200000013317504;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A3259;00019200000013317512;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A0525;00019200000013317520;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A7767;00019200000013317539;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A3203;00019200000013317547;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A6189;00019200000013317555;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A1214;00019200000013317563;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A8748;00019200000013317857;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A9483;00019200000013317890;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A7323;00019200000013317903;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A2665;00019200000013317911;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A3838;00019200000013317920;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A0995;00019200000013317938;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A3737;00019200000013317946;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A5836;00019200000013320300;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A0527;00019200000013320319;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A8397;00019200000013320335;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A9085;00019200000013320629;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A6584;00019200000013320637;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A7695;00019200000013320645;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A8205;00019200000013320688;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A5720;00019200000013320700;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A6762;00019200000013320718;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A6854;00019200000013320726;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A1510;00019200000013320734;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;TA1103;00019200000013320742;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557991;PB;A5687;00019200000013320750;MultiModal;24/06/2026 00:34;25/06/2026 12:50;24/06/2026 00:34;25/06/2026 12:50
557999;PB;S1940;00019200000012923770;MultiModal;17/06/2026 23:48;19/06/2026 17:00;17/06/2026 23:48;19/06/2026 17:00
558004;PB;A2549;00019200000013200801;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A1436;00019200000013200810;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A6936;00019200000013200828;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A2951;00019200000013200836;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A6922;00019200000013200844;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A7456;00019200000013200852;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A5332;00019200000013200860;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A3457;00019200000013200879;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;TA0506;00019200000013200887;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A2949;00019200000013200895;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A9410;00019200000013200909;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;TA0002;00019200000013200917;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A6214;00019200000013200925;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A8410;00019200000013200933;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A7371;00019200000013200941;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A0016;00019200000013200950;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A6958;00019200000013200968;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A9265;00019200000013200976;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A7048;00019200000013202243;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558004;PB;A6696;00019200000013327615;MultiModal;29/06/2026 05:21;30/06/2026 16:00;29/06/2026 05:21;30/06/2026 16:00
558054;PB;S1486;00019200000012696714;MultiModal;17/06/2026 23:48;19/06/2026 18:23;17/06/2026 23:48;19/06/2026 18:23
558426;PB;A2873;00019200000013242954;MultiModal;22/06/2026 05:48;23/06/2026 10:05;22/06/2026 05:48;23/06/2026 10:05
558603;PB;A1632;00019200000013336487;MultiModal;23/06/2026 03:53;25/06/2026 16:30;23/06/2026 03:53;25/06/2026 16:30
558634;PB;A6436;00019200000013245554;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A0081;00019200000013245775;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A9085;00019200000013245783;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A8452;00019200000013245791;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A1001;00019200000013245805;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A6253;00019200000013245813;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A7416;00019200000013245821;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558634;PB;A9279;00019200000013245830;MultiModal;01/07/2026 04:35;03/07/2026 14:08;01/07/2026 04:35;03/07/2026 14:08
558990;PB;A5099;00019200000013422324;MultiModal;08/07/2026 00:46;09/07/2026 11:57;08/07/2026 00:46;09/07/2026 11:57
559405;PB;A4727;00019200000013248405;MultiModal;29/06/2026 05:32;01/07/2026 14:04;29/06/2026 05:32;01/07/2026 14:04
559439;PB;A8579;00019200000013201506;MultiModal;30/06/2026 04:34;01/07/2026 13:43;30/06/2026 04:34;01/07/2026 13:43
560350;PB;A0137;00019200000013438395;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A9049;00019200000013438409;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A6396;00019200000013438417;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A7341;00019200000013438425;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A9140;00019200000013438433;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;TA1105;00019200000013438441;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A6485;00019200000013438450;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A3434;00019200000013438468;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;TA0637;00019200000013438476;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A3001;00019200000013438484;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A6891;00019200000013438492;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A4688;00019200000013438506;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A7895;00019200000013438514;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A9499;00019200000013438522;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A3936;00019200000013438530;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A6531;00019200000013438549;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A5521;00019200000013438557;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A7097;00019200000013438565;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A7362;00019200000013438573;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A8118;00019200000013438581;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;TA0708;00019200000013438590;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A1904;00019200000013438603;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A8534;00019200000013438611;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A9151;00019200000013438620;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A7768;00019200000013438638;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A7844;00019200000013438646;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A6168;00019200000013438654;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A6861;00019200000013438662;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A0284;00019200000013438670;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A0250;00019200000013438689;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A3946;00019200000013438697;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A6158;00019200000013438700;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;TA0025;00019200000013438719;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A3016;00019200000013438727;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A1304;00019200000013438735;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A1599;00019200000013438743;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A5768;00019200000013438751;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A8095;00019200000013438832;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A7041;00019200000013438840;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A2487;00019200000013438859;MultiModal;16/07/2026 00:01;17/07/2026 11:19;16/07/2026 00:01;17/07/2026 11:19
560350;PB;A3520;00019200000013438867;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560350;PB;A9316;00019200000013442007;MultiModal;16/07/2026 00:01;17/07/2026 11:19;19/07/2026 08:59;-
560445;PB;A7917;00019200000013441949;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A8178;00019200000013441957;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A1537;00019200000013441965;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A6118;00019200000013441973;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A8058;00019200000013441981;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A2935;00019200000013445804;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A8483;00019200000013445812;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A0336;00019200000013445847;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;A9141;00019200000013445871;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560445;PB;TA0440;00019200000013445880;MultiModal;14/07/2026 22:54;16/07/2026 14:26;14/07/2026 22:54;16/07/2026 14:26
560725;PB;A6215;00019200000013439162;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A1347;00019200000013439170;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;TA0677;00019200000013439189;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A8759;00019200000013439197;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A2981;00019200000013439200;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A8149;00019200000013439219;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A8686;00019200000013439227;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A3027;00019200000013439235;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A5759;00019200000013474154;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A9278;00019200000013474162;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;TA0620;00019200000013474170;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A1033;00019200000013474189;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;TA0404;00019200000013474197;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A6996;00019200000013474200;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;;00019200000013474235;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474243;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474251;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474260;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474278;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474286;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474294;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474308;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474316;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474324;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;TA0234;00019200000013474332;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A9534;00019200000013474340;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A1037;00019200000013474359;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A4248;00019200000013474367;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;;00019200000013474383;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474391;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474405;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474413;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474421;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474430;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474448;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;;00019200000013474456;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;A7100;00019200000013474464;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A4082;00019200000013474472;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A7142;00019200000013474480;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A0839;00019200000013474685;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A0491;00019200000013474707;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A8381;00019200000013474715;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;A4949;00019200000013474723;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;;00019200000013474758;MultiModal;19/07/2026 02:18;-;-;-
560725;PB;A4919;00019200000013474766;MultiModal;19/07/2026 02:18;-;19/07/2026 02:18;-
560725;PB;;00019200000013474774;MultiModal;19/07/2026 02:18;-;-;-
560974;PB;A6631;00019200000013441914;MultiModal;14/07/2026 22:57;16/07/2026 15:00;14/07/2026 22:57;16/07/2026 15:00
560981;PB;A8664;00019200000013441701;MultiModal;14/07/2026 22:56;17/07/2026 12:15;14/07/2026 22:56;17/07/2026 12:15
556122;PE;A7966;00019200000012715085;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0209;00019200000012715301;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A9614;00019200000012715310;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0326;00019200000012715328;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7178;00019200000012715336;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A6565;00019200000012758485;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A2957;00019200000012758493;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A8067;00019200000012758507;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A8759;00019200000012758515;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A6230;00019200000012758523;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A8807;00019200000012758531;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A9091;00019200000012758540;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A3749;00019200000012758558;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0841;00019200000012758698;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A5706;00019200000012758701;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A6513;00019200000012758710;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0574;00019200000012758728;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A4822;00019200000012758736;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A8589;00019200000012758744;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A8145;00019200000012758752;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A9394;00019200000012758760;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A5935;00019200000012758779;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0366;00019200000012758787;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A5068;00019200000012758795;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A5361;00019200000012758809;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A8429;00019200000012758817;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A6765;00019200000012758825;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A9522;00019200000012758833;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A4791;00019200000012758841;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7506;00019200000012758850;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A3191;00019200000012758868;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A5933;00019200000012758876;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7292;00019200000012758884;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0327;00019200000012758892;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7823;00019200000012758906;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A6234;00019200000012758914;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A3692;00019200000012758922;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A4732;00019200000012758930;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A6383;00019200000012758949;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7711;00019200000012758957;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7829;00019200000012758965;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A5025;00019200000012758973;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A0942;00019200000012758981;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A0411;00019200000012758990;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7983;00019200000012759007;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A9044;00019200000012759015;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;TA0663;00019200000012759023;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7442;00019200000012759031;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7623;00019200000012759040;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A7591;00019200000012759058;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A4778;00019200000012759066;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
556122;PE;A9111;00019200000012759074;MultiModal;11/06/2026 07:26;16/06/2026 16:55;-;-
