Caixa;Tipo de caixa;Tipo térmico;Pedido;UF;Logger;LPN;MODAL;Data da coleta;Data da entrega;COLETA EMBARQUE;ENTREGA EMBARQUE
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6812;00019200000013425587;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A9144;00019200000013425595;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8697;00019200000013425617;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7878;00019200000013425633;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A5860;00019200000013425765;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A5785;00019200000013425773;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8757;00019200000013425781;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;TA0242;00019200000013425935;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A9612;00019200000013425943;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A1808;00019200000013425951;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4836;00019200000013425960;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A0288;00019200000013425978;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A9632;00019200000013425986;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6574;00019200000013425994;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4233;00019200000013426087;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7070;00019200000013426095;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6364;00019200000013426109;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A1495;00019200000013426117;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A1968;00019200000013426125;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7671;00019200000013426133;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A3247;00019200000013426141;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6849;00019200000013426150;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6831;00019200000013426168;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A3562;00019200000013426184;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;TA0620;00019200000013426192;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A1815;00019200000013426206;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8862;00019200000013426214;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;TA0943;00019200000013426222;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7637;00019200000013426230;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8289;00019200000013426249;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7606;00019200000013426257;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A3139;00019200000013426265;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A5033;00019200000013426273;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;TA0986;00019200000013426281;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6821;00019200000013426290;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A9272;00019200000013426303;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;TA0713;00019200000013426311;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 05:51;08/07/2026 17:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A3821;00019200000013426320;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6021;00019200000013426338;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4618;00019200000013426346;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A2706;00019200000013426354;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4871;00019200000013426362;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A9466;00019200000013426370;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A1070;00019200000013426389;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A2282;00019200000013426397;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A2006;00019200000013426400;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A1197;00019200000013426419;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;TA0982;00019200000013426427;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7680;00019200000013426435;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8980;00019200000013426443;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A0805;00019200000013426451;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6409;00019200000013426460;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4665;00019200000013427369;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7898;00019200000013427377;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8686;00019200000013427385;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8126;00019200000013427393;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4937;00019200000013427407;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A4998;00019200000013427415;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7164;00019200000013427423;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6367;00019200000013427431;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A0760;00019200000013427440;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A8235;00019200000013427547;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A0256;00019200000013427555;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A6652;00019200000013427563;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A5930;00019200000013427571;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A5212;00019200000013427580;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A7560;00019200000013427598;MultiModal;06/07/2026 04:09;07/07/2026 09:40;06/07/2026 04:09;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558857;CE;A3549;00019200000013427687;MultiModal;06/07/2026 04:09;07/07/2026 09:40;07/07/2026 02:48;08/07/2026 13:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559649;CE;A3212;00019200000013423444;MultiModal;06/07/2026 03:24;07/07/2026 09:40;06/07/2026 03:24;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559649;CE;A6590;00019200000013423452;MultiModal;06/07/2026 03:24;07/07/2026 09:40;06/07/2026 03:24;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559649;CE;A3977;00019200000013423550;MultiModal;06/07/2026 03:24;07/07/2026 09:40;06/07/2026 03:24;07/07/2026 09:40
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560340;CE;A7477;00019200000013448560;MultiModal;15/07/2026 23:23;17/07/2026 14:00;20/07/2026 23:43;17/07/2026 14:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 25 C;556700;DF;TA0349;00019200000013427458;MultiModal;02/07/2026 05:59;03/07/2026 11:02;02/07/2026 05:59;03/07/2026 11:53
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 25 C;556700;DF;A9183;00019200000013427466;MultiModal;02/07/2026 05:59;03/07/2026 11:02;02/07/2026 05:59;03/07/2026 11:53
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 25 C;556700;DF;A7067;00019200000013427474;MultiModal;02/07/2026 05:59;03/07/2026 11:02;02/07/2026 05:59;03/07/2026 11:53
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 25 C;556700;DF;A7805;00019200000013427482;MultiModal;02/07/2026 05:59;03/07/2026 11:02;02/07/2026 05:59;03/07/2026 11:53
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559635;DF;A5998;00019200000013428136;MultiModal;02/07/2026 04:51;03/07/2026 12:26;02/07/2026 04:51;03/07/2026 12:29
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559663;DF;A5439;00019200000013428268;MultiModal;06/07/2026 05:41;07/07/2026 11:17;06/07/2026 05:41;07/07/2026 11:17
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560593;DF;A4232;00019200000013475550;Rodoviário;23/07/2026 08:14;24/07/2026 11:11;23/07/2026 10:28;24/07/2026 11:11
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;561499;DF;A6235;00019200000013595229;Rodoviário;27/07/2026 04:49;28/07/2026 10:54;27/07/2026 04:49;28/07/2026 10:54
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;562501;DF;TA0876;00019200000013729829;MultiModal;29/07/2026 00:58;-;29/07/2026 00:58;-
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A9461;00019200000013423827;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A8378;00019200000013423835;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A7881;00019200000013423843;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A5971;00019200000013423851;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A8592;00019200000013423860;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A7977;00019200000013423878;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A2954;00019200000013423886;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A6994;00019200000013423894;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559085;ES;A5423;00019200000013424130;MultiModal;06/07/2026 03:24;07/07/2026 12:15;06/07/2026 03:24;07/07/2026 12:15
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559863;ES;A8051;00019200000013421280;MultiModal;06/07/2026 00:01;07/07/2026 09:30;06/07/2026 00:01;07/07/2026 09:30
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560407;ES;A8032;00019200000013481231;MultiModal;15/07/2026 03:28;16/07/2026 14:00;15/07/2026 03:28;16/07/2026 14:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A2318;00019200000013466143;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A6611;00019200000013466178;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A2999;00019200000013466186;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A1077;00019200000013466194;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 30 C;560709;ES;A9435;00019200000013466208;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A6917;00019200000013466216;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;TA0340;00019200000013466224;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A5440;00019200000013466232;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A7133;00019200000013466240;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;TA0353;00019200000013466259;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 30 C;560709;ES;A4176;00019200000013466348;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 30 C;560709;ES;A1463;00019200000013466356;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A2214;00019200000013466364;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A8432;00019200000013466372;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A7946;00019200000013466380;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A0322;00019200000013466399;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A0597;00019200000013466402;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 30 C;560709;ES;A8477;00019200000013466410;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A5005;00019200000013466429;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A7799;00019200000013466437;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A7613;00019200000013466445;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560709;ES;A5043;00019200000013577964;MultiModal;21/07/2026 05:23;22/07/2026 15:39;21/07/2026 05:23;22/07/2026 15:39
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558340;GO;A3737;00019200000013423215;MultiModal;06/07/2026 05:41;07/07/2026 11:58;06/07/2026 05:41;07/07/2026 11:58
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558948;GO;A3195;00019200000013407376;MultiModal;08/07/2026 05:30;09/07/2026 14:45;08/07/2026 05:30;09/07/2026 14:45
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558948;GO;A5057;00019200000013407384;MultiModal;08/07/2026 05:30;09/07/2026 14:45;08/07/2026 05:30;09/07/2026 14:45
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A9362;00019200000013423266;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A7843;00019200000013423274;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A3287;00019200000013423282;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A8502;00019200000013423290;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;TA0361;00019200000013423304;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A6714;00019200000013423312;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A4846;00019200000013423320;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A9547;00019200000013423339;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;TA0710;00019200000013423592;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A9075;00019200000013423606;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A7979;00019200000013423614;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A0052;00019200000013423622;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559086;GO;A7174;00019200000013423630;MultiModal;06/07/2026 05:41;07/07/2026 13:14;06/07/2026 05:41;07/07/2026 13:14
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559650;GO;A4444;00019200000013428365;MultiModal;06/07/2026 05:41;07/07/2026 13:16;06/07/2026 05:41;07/07/2026 13:16
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559650;GO;A8161;00019200000013428373;MultiModal;06/07/2026 05:41;07/07/2026 13:16;06/07/2026 05:41;07/07/2026 13:16
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559650;GO;A8303;00019200000013428497;MultiModal;06/07/2026 05:41;07/07/2026 13:16;06/07/2026 05:41;07/07/2026 13:16
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;559747;GO;TA0484;00019200000013422790;MultiModal;02/07/2026 23:49;03/07/2026 16:10;02/07/2026 23:49;03/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560716;GO;A1914;00019200000013466321;MultiModal;21/07/2026 04:57;23/07/2026 11:33;21/07/2026 04:57;23/07/2026 11:33
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560716;GO;A9566;00019200000013466330;MultiModal;21/07/2026 04:57;23/07/2026 11:33;21/07/2026 04:57;23/07/2026 11:33
